inventory_id,store_id,film_id,title,rating,rental_rate,category,rental_count,total_revenue,last_rental_date
2803,2,615,Nash Chocolat,PG-13,2.99,Animation,5,19.96,2005-08-20 05:59:17
2809,2,616,National Story,NC-17,2.99,Documentary,5,13.97,2005-08-23 11:16:29
2811,1,617,Natural Stock,PG-13,0.99,Family,5,7.96,2005-08-20 11:00:37
2815,2,618,Necklace Outbreak,PG,0.99,Drama,5,6.96,2005-08-17 11:32:51
2817,1,619,Neighbors Charade,R,0.99,Sports,5,11.97,2005-08-21 23:40:28
2829,1,621,Network Peak,PG-13,2.99,Family,5,14.96,2005-08-23 05:37:13
2830,1,621,Network Peak,PG-13,2.99,Family,5,14.96,2005-08-18 01:08:34
2833,2,621,Network Peak,PG-13,2.99,Family,5,17.96,2005-08-19 02:05:11
2835,2,621,Network Peak,PG-13,2.99,Family,5,17.96,2005-08-22 01:21:14
2841,2,623,Newton Labyrinth,PG,0.99,Foreign,5,14.96,2005-08-20 22:34:34
2846,2,624,Nightmare Chill,PG,4.99,Games,5,22.96,2005-08-17 15:39:26
2847,2,624,Nightmare Chill,PG,4.99,Games,5,28.96,2005-08-21 04:37:56
2851,1,625,None Spiking,NC-17,0.99,Sci-Fi,5,11.96,2005-08-23 09:48:45
2858,2,626,Noon Papi,G,2.99,Children,5,11.96,2005-08-18 04:05:29
2859,2,626,Noon Papi,G,2.99,Children,5,15.96,2005-08-18 01:03:52
2863,2,627,North Tequila,NC-17,4.99,Documentary,5,14.97,2005-08-23 14:06:19
2867,2,628,Northwest Polish,PG,2.99,Sports,5,17.96,2005-08-23 20:12:17
2868,2,628,Northwest Polish,PG,2.99,Sports,5,16.96,2005-08-20 11:43:52
2872,2,629,Notorious Reunion,NC-17,0.99,Documentary,5,6.96,2005-08-22 02:57:06
2873,2,630,Notting Speakeasy,PG-13,0.99,Drama,5,6.96,2005-08-21 11:23:59
2877,1,631,Novocaine Flight,G,0.99,Sports,5,4.96,2005-08-18 05:48:53
2884,2,633,October Submarine,PG-13,4.99,Classics,5,24.96,2005-08-23 18:43:31
2887,2,634,Odds Boogie,NC-17,0.99,Family,5,4.96,2005-08-23 14:01:07
2889,2,634,Odds Boogie,NC-17,0.99,Family,5,3.96,2005-08-20 18:09:04
2897,1,637,Open African,PG,4.99,Sci-Fi,5,20.96,2005-08-22 08:15:44
2898,2,637,Open African,PG,4.99,Sci-Fi,5,19.96,2005-08-23 17:39:35
2903,1,638,Operation Operation,G,2.99,Comedy,5,11.96,2005-08-23 00:55:24
2908,2,638,Operation Operation,G,2.99,Comedy,5,14.96,2005-08-18 13:40:20
2909,2,639,Opposite Necklace,PG,4.99,Family,5,19.96,2005-08-17 14:05:34
2911,2,639,Opposite Necklace,PG,4.99,Family,5,21.96,2006-02-14 15:16:03
2913,2,640,Opus Ice,R,4.99,Foreign,5,22.96,2005-08-18 07:34:07
2920,2,641,Orange Grapes,PG-13,0.99,Foreign,5,11.96,2005-08-23 20:13:31
2921,2,641,Orange Grapes,PG-13,0.99,Foreign,5,12.96,2005-08-23 06:55:26
2936,1,645,Others Soup,PG,2.99,Travel,5,14.96,2005-08-19 01:05:08
2937,1,645,Others Soup,PG,2.99,Travel,5,11.96,2005-08-23 13:05:10
2938,2,645,Others Soup,PG,2.99,Travel,5,15.96,2005-08-20 22:39:16
2941,1,646,Outbreak Divine,NC-17,0.99,Games,5,7.96,2005-08-23 07:30:26
2942,1,646,Outbreak Divine,NC-17,0.99,Games,5,6.96,2005-08-23 10:22:21
2944,2,646,Outbreak Divine,NC-17,0.99,Games,5,3.97,2005-08-18 14:05:22
2945,2,646,Outbreak Divine,NC-17,0.99,Games,5,6.96,2005-08-23 09:27:29
2951,2,647,Outfield Massacre,NC-17,0.99,Music,5,10.96,2005-08-19 05:39:26
2962,2,649,Oz Liaisons,R,2.99,Animation,5,17.96,2005-08-20 10:51:45
2963,2,649,Oz Liaisons,R,2.99,Animation,5,15.96,2005-08-22 22:21:35
2964,1,650,Pacific Amistad,G,0.99,Documentary,5,10.96,2005-08-19 00:36:34
2965,1,650,Pacific Amistad,G,0.99,Documentary,5,8.96,2005-08-20 15:41:00
2968,2,650,Pacific Amistad,G,0.99,Documentary,5,13.96,2005-08-23 02:25:09
2969,2,650,Pacific Amistad,G,0.99,Documentary,5,2.97,2005-08-21 19:45:27
2970,1,651,Packer Madigan,PG-13,0.99,Animation,5,5.96,2005-08-23 02:02:53
2973,2,651,Packer Madigan,PG-13,0.99,Animation,5,7.96,2005-08-20 02:21:40
2984,2,654,Panky Submarine,G,4.99,Games,5,30.96,2005-08-17 22:59:46
2985,2,654,Panky Submarine,G,4.99,Games,5,16.97,2005-08-17 14:02:01
2993,2,656,Papi Necklace,PG,0.99,Travel,5,16.96,2005-08-17 17:16:42
3005,2,659,Park Citizen,PG-13,4.99,Action,5,26.97,2005-08-20 09:32:56
3012,1,661,Past Suicides,PG-13,4.99,Foreign,5,19.96,2005-08-17 18:26:22
3021,2,663,Patient Sister,NC-17,0.99,Classics,5,3.96,2005-08-18 15:47:49
3024,1,664,Patriot Roman,PG,2.99,Action,5,13.96,2005-08-19 02:22:16
3032,2,665,Patton Interview,PG,2.99,Horror,5,20.96,2005-08-20 05:10:14
3041,1,667,Peach Innocent,PG-13,2.99,Sports,5,15.96,2005-08-22 20:17:17
3045,1,668,Peak Forever,PG,4.99,Sports,5,19.96,2005-08-19 13:08:23
3046,2,668,Peak Forever,PG,4.99,Sports,5,21.96,2005-08-18 14:29:39
3049,1,670,Pelican Comforts,PG,4.99,Documentary,5,32.96,2005-08-18 08:32:33
3050,1,670,Pelican Comforts,PG,4.99,Documentary,5,28.96,2005-08-23 12:50:00
3057,1,672,Perfect Groove,PG-13,2.99,Comedy,5,12.96,2005-08-23 21:37:59
3063,1,673,Personal Ladybugs,PG-13,0.99,Music,5,15.96,2005-08-22 15:30:25
3074,2,676,Philadelphia Wife,PG-13,4.99,Sports,5,23.96,2005-08-20 01:03:31
3075,2,676,Philadelphia Wife,PG-13,4.99,Sports,5,14.97,2006-02-14 15:16:03
3084,1,678,Pickup Driving,G,2.99,Sports,5,20.96,2005-08-19 16:47:41
3090,2,679,Pilot Hoosiers,PG,2.99,Family,5,18.96,2005-08-18 15:51:36
3095,2,680,Pinocchio Simon,PG,4.99,Comedy,5,23.96,2005-08-19 07:57:14
3098,1,681,Pirates Roxanne,PG,0.99,Sports,5,6.97,2005-08-23 20:31:38
3105,1,682,Pittsburgh Hunchback,PG-13,4.99,Family,5,28.96,2005-08-22 01:45:58
3108,1,683,Pity Bound,NC-17,4.99,Drama,5,23.96,2005-08-19 06:38:18
3115,2,684,Pizza Jumanji,NC-17,2.99,Games,5,17.96,2005-08-19 02:30:24
3118,2,685,Platoon Instinct,PG-13,4.99,New,5,20.96,2005-08-18 12:14:21
3119,1,686,Pluto Oleander,R,4.99,New,5,20.96,2005-08-21 13:52:54
3121,1,686,Pluto Oleander,R,4.99,New,5,14.97,2005-08-21 08:04:40
3128,2,687,Pocus Pulp,NC-17,0.99,Documentary,5,7.96,2005-08-21 08:29:38
3131,2,688,Polish Brooklyn,PG,0.99,Children,5,4.96,2005-08-18 07:48:05
3132,2,688,Polish Brooklyn,PG,0.99,Children,5,4.96,2005-08-23 13:48:34
3133,2,688,Polish Brooklyn,PG,0.99,Children,5,5.96,2005-08-23 05:28:36
3134,1,689,Pollock Deliverance,PG,2.99,Foreign,5,15.96,2005-08-17 16:25:03
3140,1,690,Pond Seattle,PG-13,2.99,Animation,5,15.96,2005-08-17 02:20:42
3152,2,692,Potluck Mixed,G,2.99,Animation,5,16.96,2005-08-23 06:48:47
3154,1,693,Potter Connecticut,PG,2.99,Animation,5,12.96,2005-08-21 19:54:06
3155,1,693,Potter Connecticut,PG,2.99,Animation,5,19.96,2005-08-22 01:20:19
3160,1,694,Prejudice Oleander,PG-13,4.99,Classics,5,21.96,2005-08-21 15:59:40
3170,2,696,Pride Alamo,NC-17,0.99,Animation,5,3.96,2005-08-20 08:33:21
3183,1,698,Princess Giant,NC-17,2.99,Documentary,5,19.96,2005-08-21 06:29:20
3185,2,698,Princess Giant,NC-17,2.99,Documentary,5,15.96,2005-08-21 23:52:32
3186,2,698,Princess Giant,NC-17,2.99,Documentary,5,13.96,2005-08-21 12:07:42
3189,2,700,Prix Undefeated,R,2.99,Family,5,16.96,2005-08-19 18:59:42
3193,1,702,Pulp Beverly,G,2.99,Horror,5,18.96,2005-08-19 21:38:44
3194,1,702,Pulp Beverly,G,2.99,Horror,5,14.96,2005-08-21 08:18:20
3195,1,702,Pulp Beverly,G,2.99,Horror,5,15.96,2005-08-20 15:32:09
3197,2,702,Pulp Beverly,G,2.99,Horror,5,20.96,2005-08-21 22:54:02
3200,2,703,Punk Divorce,PG,4.99,Animation,5,20.96,2005-08-20 16:51:18
3203,1,704,Pure Runner,NC-17,2.99,Comedy,5,23.96,2005-08-17 11:49:28
3207,1,705,Purple Movie,R,2.99,Foreign,5,11.96,2005-08-22 09:41:09
3213,2,706,Queen Luke,PG,4.99,Drama,5,23.96,2005-08-18 05:36:14
3225,2,708,Quills Bull,R,4.99,Documentary,5,27.96,2005-08-17 13:30:27
3226,2,708,Quills Bull,R,4.99,Documentary,5,14.97,2005-08-20 00:06:13
3242,2,711,Raging Airplane,R,4.99,Sci-Fi,5,26.96,2005-08-19 05:18:42
3248,1,715,Range Moonwalker,PG,4.99,Family,5,17.97,2005-08-18 06:26:51
3249,1,715,Range Moonwalker,PG,4.99,Family,5,33.96,2005-08-18 22:29:05
3250,2,715,Range Moonwalker,PG,4.99,Family,5,22.96,2005-08-21 16:24:43
3259,1,717,Rear Trading,NC-17,0.99,Action,5,7.96,2005-08-18 14:10:09
3260,2,717,Rear Trading,NC-17,0.99,Action,5,5.96,2005-08-22 21:15:46
3264,1,719,Records Zorro,PG,4.99,Sports,5,20.96,2005-08-19 22:16:53
3273,1,721,Reds Pocus,PG-13,4.99,Music,5,25.96,2005-08-23 21:04:51
3279,1,723,Reign Gentlemen,PG-13,2.99,Sci-Fi,5,22.96,2005-08-19 01:58:54
3289,2,724,Remember Diary,R,2.99,Family,5,17.96,2005-08-20 14:32:31
3293,1,725,Requiem Tycoon,R,4.99,Classics,5,27.96,2005-08-23 09:37:34
3299,2,726,Reservoir Adaptation,PG-13,2.99,Foreign,5,14.96,2005-08-20 14:00:25
3301,1,727,Resurrection Silverado,PG,0.99,Family,5,3.96,2005-08-20 16:47:32
3303,2,727,Resurrection Silverado,PG,0.99,Family,5,3.96,2005-08-18 08:45:57
3307,1,728,Reunion Witches,R,0.99,Drama,5,12.96,2005-08-18 21:57:50
3308,1,728,Reunion Witches,R,0.99,Drama,5,4.96,2005-08-23 07:43:00
3318,1,730,Ridgemont Submarine,PG-13,0.99,New,5,11.96,2005-08-23 20:13:38
3319,2,730,Ridgemont Submarine,PG-13,0.99,New,5,12.96,2005-08-19 11:53:49
3320,2,730,Ridgemont Submarine,PG-13,0.99,New,5,11.96,2006-02-14 15:16:03
3321,2,730,Ridgemont Submarine,PG-13,0.99,New,5,10.96,2005-08-21 17:57:22
3328,1,732,Rings Heartbreakers,G,0.99,Action,5,9.96,2005-08-20 17:43:56
3329,1,732,Rings Heartbreakers,G,0.99,Action,5,9.96,2005-08-17 17:11:05
3332,1,733,River Outlaw,PG-13,0.99,Sports,5,14.96,2005-08-20 10:56:06
3342,2,734,Road Roxanne,R,4.99,Documentary,5,27.96,2005-08-20 19:07:20
3343,1,735,Robbers Joon,PG-13,2.99,Children,5,12.96,2005-08-18 07:57:47
3344,1,735,Robbers Joon,PG-13,2.99,Children,5,12.96,2005-08-16 23:18:47
3346,2,735,Robbers Joon,PG-13,2.99,Children,5,15.96,2005-08-20 07:05:56
3347,2,735,Robbers Joon,PG-13,2.99,Children,5,11.96,2005-08-18 10:56:20
3349,2,735,Robbers Joon,PG-13,2.99,Children,5,11.96,2005-08-19 19:25:42
3350,1,736,Robbery Bright,R,0.99,Family,5,4.96,2005-08-21 21:27:24
3360,1,738,Rocketeer Mother,PG-13,0.99,Foreign,5,5.96,2005-08-18 01:45:50
3363,1,738,Rocketeer Mother,PG-13,0.99,Foreign,5,17.96,2005-08-20 11:11:42
3364,2,738,Rocketeer Mother,PG-13,0.99,Foreign,5,13.96,2005-08-22 01:11:37
3367,2,738,Rocketeer Mother,PG-13,0.99,Foreign,5,21.96,2005-08-23 06:59:07
3369,1,739,Rocky War,PG-13,4.99,Drama,5,28.96,2005-08-20 10:31:23
3371,2,739,Rocky War,PG-13,4.99,Drama,5,21.97,2005-08-21 02:22:47
3374,2,740,Rollercoaster Bringing,PG-13,2.99,Horror,5,17.96,2005-08-23 21:26:35
3376,1,741,Roman Punk,NC-17,0.99,Music,5,3.96,2005-08-19 22:08:48
3379,1,741,Roman Punk,NC-17,0.99,Music,5,4.96,2005-08-23 15:59:12
3380,2,741,Roman Punk,NC-17,0.99,Music,5,5.96,2005-08-17 23:34:16
3384,2,743,Room Roman,PG,0.99,Animation,5,4.97,2005-08-21 07:49:53
3389,1,744,Roots Remember,PG-13,0.99,Classics,5,4.97,2005-08-20 11:50:14
3390,2,744,Roots Remember,PG-13,0.99,Classics,5,6.96,2005-08-17 15:43:09
3393,1,745,Roses Treasure,PG-13,4.99,Sports,5,14.97,2005-08-23 08:31:49
3395,1,745,Roses Treasure,PG-13,4.99,Sports,5,25.96,2005-08-22 14:27:37
3397,2,745,Roses Treasure,PG-13,4.99,Sports,5,23.96,2005-08-20 08:30:54
3399,2,745,Roses Treasure,PG-13,4.99,Sports,5,24.96,2005-08-22 07:54:47
3402,1,746,Rouge Squad,NC-17,0.99,Games,5,12.97,2005-08-21 10:06:34
3407,1,747,Roxanne Rebel,R,0.99,Games,5,4.97,2005-08-20 02:28:09
3416,2,748,Rugrats Shakespeare,PG-13,0.99,Action,5,8.96,2005-08-22 07:52:18
3418,2,748,Rugrats Shakespeare,PG-13,0.99,Action,5,10.96,2005-08-19 01:07:02
3420,1,749,Rules Human,R,4.99,Horror,5,17.97,2005-08-22 04:27:48
3421,2,749,Rules Human,R,4.99,Horror,5,21.96,2005-08-17 04:39:09
3423,1,750,Run Pacific,R,0.99,New,5,22.96,2005-08-17 23:20:40
3427,2,751,Runaway Tenenbaums,NC-17,0.99,New,5,3.96,2005-08-20 07:22:53
3435,2,753,Rush Goodfellas,PG,0.99,Family,5,14.97,2005-08-17 22:13:15
3448,2,756,Saddle Antitrust,PG-13,2.99,Comedy,5,8.97,2005-08-18 20:59:17
3449,2,756,Saddle Antitrust,PG-13,2.99,Comedy,5,11.96,2005-08-23 19:46:39
3453,1,757,Sagebrush Clueless,G,2.99,Documentary,5,21.97,2005-08-17 14:10:22
3461,2,759,Salute Apollo,R,2.99,New,5,21.96,2005-08-19 07:56:51
3462,2,759,Salute Apollo,R,2.99,New,5,15.96,2005-08-17 12:09:20
3464,2,759,Salute Apollo,R,2.99,New,5,14.96,2005-08-22 19:09:52
3470,2,760,Samurai Lion,G,2.99,New,5,13.96,2005-08-22 21:18:08
3473,2,761,Santa Paris,PG,2.99,Children,5,11.96,2005-08-21 11:48:27
3476,2,762,Sassy Packer,G,0.99,Games,5,3.96,2005-08-19 20:21:36
3481,1,763,Satisfaction Confidential,G,4.99,Sports,5,32.96,2005-08-22 21:05:50
3489,2,764,Saturday Lambs,G,4.99,Sports,5,31.96,2005-08-19 02:05:37
3491,2,764,Saturday Lambs,G,4.99,Sports,5,29.96,2005-08-23 19:42:04
3497,1,766,Savannah Town,PG-13,0.99,Drama,5,9.96,2005-08-22 06:07:52
3499,1,767,Scalawag Duck,NC-17,4.99,Music,5,20.96,2005-08-21 05:34:09
3501,1,767,Scalawag Duck,NC-17,4.99,Music,5,24.96,2005-08-21 16:22:59
3509,1,768,Scarface Bang,PG-13,4.99,Children,5,24.96,2005-08-23 03:43:32
3515,2,770,Scissorhands Slums,G,2.99,Foreign,5,15.96,2005-08-22 05:59:59
3516,2,770,Scissorhands Slums,G,2.99,Foreign,5,11.96,2005-08-17 20:07:01
3517,2,770,Scissorhands Slums,G,2.99,Foreign,5,14.96,2005-08-19 11:51:39
3518,1,771,Scorpion Apollo,NC-17,4.99,Drama,5,29.96,2005-08-23 20:06:04
3524,2,771,Scorpion Apollo,NC-17,4.99,Drama,5,30.96,2005-08-23 22:19:33
3528,1,772,Sea Virgin,PG,2.99,Drama,5,14.97,2005-08-20 23:29:25
3530,2,772,Sea Virgin,PG,2.99,Drama,5,18.96,2005-08-17 19:23:02
3534,1,773,Seabiscuit Punk,NC-17,2.99,Sports,5,12.96,2005-08-22 11:39:03
3537,2,773,Seabiscuit Punk,NC-17,2.99,Sports,5,13.96,2005-08-22 10:20:55
3543,1,775,Seattle Expecations,PG-13,4.99,Drama,5,19.97,2005-08-21 06:20:51
3544,1,775,Seattle Expecations,PG-13,4.99,Drama,5,22.96,2005-08-21 08:22:56
3545,1,775,Seattle Expecations,PG-13,4.99,Drama,5,28.96,2005-08-18 18:30:21
3546,2,775,Seattle Expecations,PG-13,4.99,Drama,5,29.96,2005-08-19 14:58:30
3548,1,776,Secret Groundhog,PG,4.99,Documentary,5,22.96,2005-08-18 13:16:46
3552,2,776,Secret Groundhog,PG,4.99,Documentary,5,20.96,2005-08-17 06:39:16
3560,1,778,Secrets Paradise,G,4.99,Family,5,27.96,2005-08-22 21:01:48
3564,2,778,Secrets Paradise,G,4.99,Family,5,31.96,2005-08-20 17:44:32
3572,1,782,Shakespeare Saddle,PG-13,2.99,Sports,5,11.97,2005-08-21 01:42:15
3578,1,783,Shane Darkness,PG,2.99,Travel,5,16.96,2005-08-17 15:51:35
3595,1,786,Shepherd Midsummer,R,0.99,Children,5,7.96,2005-08-18 22:33:36
3596,1,786,Shepherd Midsummer,R,0.99,Children,5,3.96,2005-08-17 01:38:19
3604,1,788,Ship Wonderland,R,2.99,Documentary,5,13.96,2005-08-18 08:46:24
3621,2,790,Shootist Superfly,PG-13,0.99,Drama,5,6.96,2005-08-18 19:02:16
3627,2,791,Show Lord,PG-13,4.99,Documentary,5,29.96,2005-08-18 00:57:06
3628,2,791,Show Lord,PG-13,4.99,Documentary,5,18.97,2005-08-23 14:58:06
3629,2,792,Shrek License,PG-13,2.99,Foreign,5,11.96,2005-08-20 08:57:51
3630,2,792,Shrek License,PG-13,2.99,Foreign,5,13.96,2006-02-14 15:16:03
3631,2,792,Shrek License,PG-13,2.99,Foreign,5,11.96,2005-08-23 17:33:04
3632,1,793,Shrunk Divine,R,2.99,Action,5,18.96,2005-08-17 23:52:26
3642,1,795,Siege Madre,R,0.99,Family,5,4.96,2005-08-22 22:28:15
3652,2,797,Silence Kane,R,0.99,Music,5,3.96,2005-08-17 04:03:26
3660,1,800,Sinners Atlantis,PG-13,2.99,Horror,5,13.96,2005-08-21 10:43:04
3664,2,800,Sinners Atlantis,PG-13,2.99,Horror,5,11.96,2005-08-22 14:59:30
3669,1,803,Slacker Liaisons,R,4.99,Drama,5,22.96,2005-08-22 03:39:29
3672,1,804,Sleeping Suspects,PG-13,4.99,Horror,5,23.96,2006-02-14 15:16:03
3677,2,804,Sleeping Suspects,PG-13,4.99,Horror,5,22.96,2005-08-19 23:25:37
3682,2,805,Sleepless Monsoon,G,4.99,Animation,5,20.97,2005-08-19 09:31:23
3683,2,805,Sleepless Monsoon,G,4.99,Animation,5,27.96,2005-08-23 04:52:16
3687,2,806,Sleepy Japanese,PG,2.99,New,5,16.97,2005-08-18 02:08:58
3688,2,806,Sleepy Japanese,PG,2.99,New,5,11.97,2006-02-14 15:16:03
3689,1,807,Sleuth Orient,NC-17,0.99,Games,5,16.96,2005-08-20 12:55:43
3693,2,807,Sleuth Orient,NC-17,0.99,Games,5,9.96,2005-08-20 10:51:27
3698,2,809,Slipper Fidelity,PG-13,0.99,Sports,5,3.96,2005-08-20 02:14:16
3702,1,810,Slums Duck,PG,0.99,Family,5,3.96,2005-08-17 17:40:04
3704,2,810,Slums Duck,PG,0.99,Family,5,10.96,2005-08-22 13:59:19
3711,1,812,Smoking Barbarella,PG-13,0.99,Documentary,5,3.96,2005-08-18 21:52:59
3722,1,814,Snatch Slipper,PG,4.99,Comedy,5,26.96,2005-08-19 11:57:49
3725,2,814,Snatch Slipper,PG,4.99,Comedy,5,20.96,2005-08-23 07:28:22
3731,1,816,Snowman Rollercoaster,G,0.99,Animation,5,13.96,2005-08-22 19:17:56
3734,2,816,Snowman Rollercoaster,G,0.99,Animation,5,11.96,2005-08-23 06:15:09
3737,1,817,Soldiers Evolution,R,4.99,Sci-Fi,5,21.96,2005-08-18 23:25:20
3741,1,818,Something Duck,NC-17,4.99,Drama,5,34.96,2005-08-18 13:17:30
3744,1,819,Song Hedwig,PG-13,0.99,Music,5,13.96,2005-08-18 20:07:46
3757,2,822,Soup Wisdom,R,0.99,Family,5,8.96,2005-08-20 18:08:19
3759,1,823,South Wait,R,2.99,Action,5,18.96,2005-08-21 03:24:50
3770,1,825,Speakeasy Date,PG-13,2.99,Action,5,13.96,2005-08-19 10:51:59
3774,2,826,Speed Suit,PG-13,4.99,Travel,5,19.96,2005-08-20 14:42:34
3775,1,827,Spice Sorority,NC-17,4.99,Drama,5,19.96,2005-08-22 03:06:38
3784,2,828,Spiking Element,G,2.99,Classics,5,13.96,2005-08-18 09:56:48
3810,2,834,Spoilers Hellfighters,G,0.99,Documentary,5,9.96,2005-08-19 09:42:01
3827,2,838,Stagecoach Armageddon,R,4.99,Action,5,25.96,2005-08-20 08:02:22
3828,2,838,Stagecoach Armageddon,R,4.99,Action,5,27.96,2005-08-23 16:19:02
3832,2,839,Stallion Sundance,PG-13,0.99,Sci-Fi,5,5.96,2005-08-23 07:13:43
3841,2,841,Star Operation,PG,2.99,Sports,5,14.96,2005-08-21 18:03:20
3845,1,842,State Wasteland,NC-17,2.99,Games,5,21.96,2005-08-18 12:53:49
3853,2,843,Steel Santa,NC-17,4.99,Classics,5,22.96,2005-08-18 05:47:55
3860,1,845,Stepmom Dream,NC-17,4.99,Foreign,5,19.96,2005-08-18 13:41:32
3878,1,848,Stone Fire,G,0.99,Travel,5,14.96,2005-08-18 20:59:51
3883,1,849,Storm Happiness,NC-17,0.99,Animation,5,3.96,2005-08-21 10:25:56
3888,2,849,Storm Happiness,NC-17,0.99,Animation,5,7.96,2005-08-17 13:39:32
3890,1,850,Story Side,R,0.99,Action,5,3.96,2005-08-19 19:07:09
3894,2,850,Story Side,R,0.99,Action,5,10.96,2005-08-23 17:48:30
3900,2,851,Straight Hours,R,0.99,Sports,5,7.96,2005-08-22 15:46:20
3904,1,852,Strangelove Desire,NC-17,0.99,Children,5,15.96,2005-08-17 15:24:06
3905,1,852,Strangelove Desire,NC-17,0.99,Children,5,12.96,2005-08-21 19:12:12
3909,1,853,Stranger Strangers,G,4.99,Children,5,28.96,2005-08-18 23:06:54
3912,2,854,Strangers Graffiti,R,4.99,Horror,5,30.96,2005-08-22 03:34:39
3913,2,854,Strangers Graffiti,R,4.99,Horror,5,32.96,2005-08-20 09:26:14
3917,1,855,Streak Ridgemont,PG-13,0.99,Documentary,5,5.96,2006-02-14 15:16:03
3919,2,855,Streak Ridgemont,PG-13,0.99,Documentary,5,5.96,2005-08-19 23:35:44
3926,2,856,Streetcar Intentions,R,4.99,Horror,5,25.96,2005-08-22 09:11:48
3938,2,858,Submarine Bed,R,4.99,Comedy,5,25.96,2005-08-19 05:40:36
3944,2,859,Sugar Wonka,PG,4.99,Animation,5,17.97,2005-08-17 23:51:30
3948,2,861,Suit Walls,R,4.99,Games,5,27.96,2005-08-20 06:49:46
3949,2,861,Suit Walls,R,4.99,Games,5,24.96,2006-02-14 15:16:03
3954,2,862,Summer Scarface,G,0.99,Classics,5,12.96,2005-08-19 06:04:07
3961,2,863,Sun Confessions,R,0.99,Sci-Fi,5,10.96,2005-08-22 10:07:52
3962,2,863,Sun Confessions,R,0.99,Sci-Fi,5,4.96,2005-08-20 23:29:50
3963,1,864,Sundance Invasion,NC-17,0.99,Children,5,10.96,2005-08-17 22:20:01
3969,1,865,Sunrise League,PG-13,4.99,Animation,5,33.96,2005-08-20 08:12:33
3973,2,865,Sunrise League,PG-13,4.99,Animation,5,20.96,2005-08-18 15:23:31
3975,2,866,Sunset Racer,NC-17,0.99,Family,5,8.96,2005-08-22 08:47:44
3979,1,867,Super Wyoming,PG,4.99,Family,5,25.96,2005-08-17 05:00:03
3983,1,868,Superfly Trip,PG,0.99,Travel,5,5.96,2005-08-17 11:16:47
3988,2,869,Suspects Quills,PG,2.99,Action,5,13.96,2005-08-21 07:03:05
3989,2,869,Suspects Quills,PG,2.99,Action,5,17.96,2005-08-18 20:13:08
3990,2,869,Suspects Quills,PG,2.99,Action,5,18.96,2005-08-23 11:08:46
3995,2,870,Swarm Gold,PG-13,0.99,Horror,5,10.96,2005-08-22 22:49:23
3997,2,870,Swarm Gold,PG-13,0.99,Horror,5,12.96,2005-08-17 07:11:58
3998,2,870,Swarm Gold,PG-13,0.99,Horror,5,7.97,2006-02-14 15:16:03
3999,1,871,Sweden Shining,PG,4.99,Comedy,5,26.95,2006-02-14 15:16:03
4001,2,871,Sweden Shining,PG,4.99,Comedy,5,26.96,2005-08-17 20:56:15
4004,2,872,Sweet Brotherhood,R,2.99,Travel,5,22.96,2005-08-23 03:58:28
4005,2,872,Sweet Brotherhood,R,2.99,Travel,5,8.97,2005-08-18 18:06:53
4006,2,872,Sweet Brotherhood,R,2.99,Travel,5,26.96,2005-08-23 19:35:42
4008,1,873,Sweethearts Suspects,G,0.99,Children,5,13.96,2005-08-20 07:10:52
4010,1,873,Sweethearts Suspects,G,0.99,Children,5,9.96,2005-08-23 05:42:13
4017,1,875,Talented Homicide,PG,0.99,Sports,5,3.96,2005-08-22 02:03:30
4019,2,875,Talented Homicide,PG,0.99,Sports,5,5.96,2005-08-17 19:59:06
4020,2,875,Talented Homicide,PG,0.99,Sports,5,4.96,2005-08-17 01:28:35
4021,2,875,Talented Homicide,PG,0.99,Sports,5,4.97,2005-08-17 14:14:39
4029,2,878,Teen Apollo,G,4.99,Travel,5,33.96,2005-08-20 07:54:54
4030,2,878,Teen Apollo,G,4.99,Travel,5,41.96,2005-08-17 23:20:45
4032,2,878,Teen Apollo,G,4.99,Travel,5,22.96,2005-08-18 04:49:27
4034,1,879,Telegraph Voyage,PG,4.99,Music,5,30.96,2005-08-20 17:05:34
4038,2,879,Telegraph Voyage,PG,4.99,Music,5,29.96,2005-08-19 20:28:48
4045,2,880,Telemark Heartbreakers,PG-13,2.99,Animation,5,11.96,2005-08-19 21:23:31
4049,2,881,Temple Attraction,PG,4.99,Horror,5,17.97,2005-08-21 18:43:44
4052,1,882,Tenenbaums Command,PG-13,0.99,Drama,5,5.96,2005-08-17 11:51:15
4067,1,887,Thief Pelican,PG-13,4.99,Animation,5,24.96,2005-08-18 10:04:06
4068,1,887,Thief Pelican,PG-13,4.99,Animation,5,19.97,2005-08-20 21:08:49
4079,1,889,Ties Hunger,R,4.99,Children,5,25.96,2005-08-22 10:22:00
4087,1,891,Timberland Sky,G,0.99,Classics,5,15.96,2005-08-21 04:43:59
4089,1,891,Timberland Sky,G,0.99,Classics,5,13.96,2005-08-20 09:34:51
4090,2,891,Timberland Sky,G,0.99,Classics,5,13.96,2005-08-23 00:53:57
4095,1,892,Titanic Boondock,R,4.99,Animation,5,28.96,2005-08-18 02:35:39
4106,2,893,Titans Jerk,PG,4.99,Sci-Fi,5,25.96,2006-02-14 15:16:03
4108,2,893,Titans Jerk,PG,4.99,Sci-Fi,5,25.96,2005-08-20 10:17:08
4117,1,895,Tomorrow Hustler,R,2.99,Classics,5,18.96,2005-08-21 15:54:21
4124,2,896,Tootsie Pilot,PG,0.99,Children,5,5.96,2005-08-22 17:44:27
